source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0
-2.705385,-2.672885,2.8543,0.6607,1.0969,0.0621,-2.235385,-1.820385,1.4634,2.9931,-2.073585,2.0786,2.1613,-1.985985,-1.013685,-2.724985,1.4164,0.3775,-1.730585,2.706,2.2941,0.3776,-0.2737853,1.3929,-2.073385,0.2725,-1.362285,-0.4656853,-2.692485,2.5534,-2.634785,1.6817,-0.03148531,-2.754485,-2.721285,1.4921,1.4863,2.6432,-0.5580853,-2.055785,-2.047685,-0.5734853,-0.7018853,1.8302,2.6808,1.2832,-2.204985,-1.060385,-2.659785,2.4565,1.7701,-1.908585,-1.811085,-0.8821853,-0.5057853,2.4157,-0.4767853,1.5766,-2.774385,1.3674,0.0691,0.8123,-2.715285,0.9317,1.3605,-1.274385,0.0468,1.3757,-1.430485,0.2001,-3.019985,-2.566985,-0.03298531,-2.895985,-2.411885,-2.188885,0.924,1.3962,-2.306185,-0.6448853,-2.627885,2.405,1.0117,-2.850985,-1.500485,2.4979,2.704,2.2562,1.9111,-2.758885,-2.906585,0.7261,0.3107,1.5174,0.758
-2.716885,-2.683785,2.8445,0.6497,1.0859,0.052,-2.247185,-1.831985,1.4525,2.9811,-2.084385,2.067,2.1499,-1.997285,-1.024885,-2.734385,1.4057,0.3677,-1.741185,2.6955,2.2835,0.3668,-0.2844853,1.3816,-2.084185,0.2617,-1.373985,-0.4776853,-2.704085,2.5417,-2.645785,1.6702,-0.04178531,-2.766485,-2.731685,1.4803,1.4761,2.6332,-0.5689853,-2.066685,-2.058485,-0.5855853,-0.7135853,1.8189,2.6692,1.2721,-2.215285,-1.070685,-2.670785,2.4456,1.7585,-1.921885,-1.823785,-0.8922853,-0.5169853,2.4044,-0.4868853,1.5683,-2.785285,1.3557,0.0571,0.8004,-2.726585,0.9228,1.3495,-1.284385,0.0351,1.3659,-1.440985,0.1889,-3.031785,-2.577585,-0.04378531,-2.907185,-2.421685,-2.199685,0.9098,1.3838,-2.318485,-0.6567853,-2.637485,2.3942,1.0004,-2.862485,-1.510485,2.486,2.694,2.2449,1.9002,-2.770185,-2.917885,0.715,0.299,1.506,0.7461
-2.728085,-2.694485,2.8345,0.6397,1.0737,0.0415,-2.259485,-1.844185,1.4417,2.9689,-2.095385,2.056,2.1389,-2.008885,-1.035485,-2.744285,1.3948,0.356,-1.751585,2.6849,2.2727,0.3566,-0.2950853,1.3705,-2.095285,0.2506,-1.385885,-0.4894853,-2.714685,2.5298,-2.656785,1.6617,-0.05278531,-2.779985,-2.741985,1.4685,1.4657,2.6235,-0.5797853,-2.077685,-2.069485,-0.5956853,-0.7257853,1.8065,2.6584,1.261,-2.225385,-1.081385,-2.681285,2.4347,1.7451,-1.931985,-1.835385,-0.9023853,-0.5277853,2.393,-0.4982853,1.5558,-2.796185,1.3464,0.0451,0.7903,-2.736685,0.913,1.342,-1.295185,0.0249,1.3543,-1.451385,0.1786,-3.046885,-2.587585,-0.05518531,-2.917885,-2.432185,-2.210685,0.8962,1.3728,-2.331085,-0.6686853,-2.646785,2.3839,0.9906,-2.874885,-1.519885,2.472,2.6822,2.234,1.8896,-2.781485,-2.928885,0.7038,0.2876,1.4959,0.7341
-2.739085,-2.704685,2.8249,0.6294,1.0632,0.0313,-2.270685,-1.855985,1.4309,2.9568,-2.105685,2.0445,2.1274,-2.020985,-1.046685,-2.755785,1.3847,0.3455,-1.762385,2.6746,2.2621,0.346,-0.3053853,1.3592,-2.105685,0.2404,-1.397585,-0.5014853,-2.725885,2.5183,-2.667285,1.6504,-0.06348531,-2.790785,-2.752485,1.4569,1.4565,2.6134,-0.5899853,-2.087985,-2.079785,-0.6083853,-0.7374853,1.7949,2.648,1.249,-2.236085,-1.089085,-2.689985,2.424,1.7346,-1.945285,-1.846985,-0.9131853,-0.5384853,2.3827,-0.5084853,1.5466,-2.804985,1.3327,0.0329,0.7796,-2.747085,0.9013,1.3276,-1.304885,0.0131,1.344,-1.462385,0.166,-3.056285,-2.598385,-0.06988531,-2.928585,-2.442285,-2.220685,0.8903,1.3622,-2.343285,-0.6804853,-2.657685,2.3737,0.9797,-2.885785,-1.529685,2.4622,2.6719,2.2227,1.8801,-2.790785,-2.940185,0.693,0.2769,1.4843,0.7219
-2.749985,-2.715285,2.8152,0.6194,1.0506,0.0212,-2.282885,-1.867485,1.4201,2.9455,-2.116385,2.0325,2.1166,-2.032685,-1.057285,-2.764585,1.374,0.3341,-1.772685,2.6638,2.2511,0.336,-0.3156853,1.3482,-2.116485,0.2298,-1.409185,-0.5132853,-2.736185,2.5068,-2.677985,1.6395,-0.07408531,-2.803085,-2.764185,1.4452,1.4467,2.603,-0.6010853,-2.098485,-2.090285,-0.6199853,-0.7495853,1.7834,2.6368,1.2378,-2.246185,-1.098885,-2.701485,2.4128,1.7218,-1.955585,-1.858785,-0.9239853,-0.5494853,2.372,-0.5174853,1.5351,-2.814585,1.3196,0.0205,0.769,-2.757085,0.8857,1.3153,-1.314985,0.003,1.3316,-1.472985,0.1554,-3.069285,-2.612585,-0.0816853,-2.939485,-2.452085,-2.230885,0.879,1.3501,-2.355285,-0.6923853,-2.668585,2.3627,0.9698,-2.898285,-1.539685,2.4481,2.6608,2.2123,1.8696,-2.801285,-2.950885,0.6818,0.2662,1.4734,0.7101
-2.760585,-2.725785,2.8051,0.6094,1.0405,0.011,-2.294385,-1.879985,1.4089,2.9333,-2.127385,2.0222,2.1052,-2.044185,-1.067685,-2.774085,1.3632,0.3233,-1.783285,2.6531,2.2408,0.3254,-0.3258853,1.337,-2.127185,0.2192,-1.421285,-0.5248853,-2.746985,2.4949,-2.688385,1.6293,-0.0847853,-2.814685,-2.774985,1.4332,1.4362,2.5927,-0.6120853,-2.109085,-2.100785,-0.6311853,-0.7624853,1.7708,2.6257,1.2268,-2.257085,-1.109685,-2.711685,2.4022,1.7106,-1.968885,-1.870885,-0.9349853,-0.5602853,2.3614,-0.5326853,1.5238,-2.826385,1.308,0.0096,0.7575,-2.767785,0.8807,1.3047,-1.325685,-0.006885307,1.3214,-1.483885,0.1454,-3.078985,-2.623485,-0.09158531,-2.950585,-2.459585,-2.242285,0.8691,1.3373,-2.367685,-0.7044853,-2.677485,2.3498,0.9604,-2.910185,-1.549285,2.4394,2.6507,2.2015,1.86,-2.811385,-2.962385,0.6709,0.2534,1.4615,0.6976
-2.771785,-2.736485,2.7952,0.5985,1.0296,0.0009,-2.305885,-1.891585,1.3976,2.9218,-2.137585,2.0112,2.0947,-2.054385,-1.078585,-2.785385,1.3525,0.3118,-1.794185,2.6425,2.2297,0.3147,-0.3361853,1.3259,-2.137785,0.2093,-1.432885,-0.5365853,-2.757385,2.4827,-2.698785,1.6195,-0.09508531,-2.827485,-2.785285,1.4214,1.4261,2.5823,-0.6228853,-2.119185,-2.110985,-0.6434853,-0.7744853,1.759,2.615,1.2152,-2.267485,-1.119685,-2.720985,2.3918,1.6999,-1.980085,-1.882785,-0.9455853,-0.5710853,2.3491,-0.5391853,1.5152,-2.837885,1.2957,-0.001885307,0.7465,-2.778985,0.8664,1.2946,-1.336485,-0.01738531,1.3113,-1.494785,0.1334,-3.090985,-2.633885,-0.1031853,-2.961285,-2.473585,-2.252385,0.857,1.3252,-2.379885,-0.7162853,-2.688485,2.3376,0.9498,-2.921585,-1.559185,2.4271,2.6406,2.1901,1.8474,-2.822785,-2.973385,0.6608,0.2428,1.4512,0.6876
-2.783685,-2.747385,2.7853,0.5879,1.0179,-0.009385307,-2.317485,-1.903885,1.3878,2.9099,-2.147985,2.0016,2.0846,-2.064185,-1.088885,-2.795485,1.3423,0.3006,-1.804685,2.6319,2.2191,0.304,-0.3457853,1.3145,-2.148485,0.1998,-1.444385,-0.5482853,-2.768185,2.4706,-2.709185,1.6082,-0.1054853,-2.838685,-2.795085,1.4099,1.4164,2.5721,-0.6344853,-2.129385,-2.121185,-0.6539853,-0.7862853,1.7468,2.6045,1.2043,-2.277985,-1.129785,-2.731485,2.3813,1.6876,-1.991085,-1.894785,-0.9565853,-0.5819853,2.3378,-0.5505853,1.5028,-2.850585,1.2816,-0.01418531,0.7362,-2.788885,0.8551,1.2859,-1.346085,-0.02738531,1.3008,-1.504885,0.1222,-3.104585,-2.646585,-0.1167853,-2.971585,-2.483585,-2.262485,0.8478,1.3141,-2.392085,-0.7282853,-2.698485,2.3285,0.9393,-2.932785,-1.569485,2.4139,2.6302,2.179,1.8391,-2.832685,-2.984285,0.6509,0.2304,1.4398,0.6739
-2.794085,-2.758185,2.7753,0.5763,1.0064,-0.01938531,-2.329585,-1.914985,1.3761,2.8983,-2.158485,1.9917,2.0749,-2.073885,-1.100185,-2.805585,1.332,0.2899,-1.815285,2.6215,2.208,0.2927,-0.3559853,1.3033,-2.159485,0.1896,-1.456685,-0.5600853,-2.778785,2.4585,-2.719685,1.5973,-0.1158853,-2.849685,-2.805885,1.398,1.407,2.5608,-0.6449853,-2.139885,-2.131585,-0.6652853,-0.7977853,1.7347,2.5947,1.1941,-2.288485,-1.140685,-2.743185,2.3708,1.6752,-2.001985,-1.906785,-0.9668853,-0.5926853,2.3277,-0.5602853,1.4936,-2.859485,1.2715,-0.02588531,0.7249,-2.798685,0.8456,1.2731,-1.356885,-0.03778531,1.2888,-1.515585,0.1121,-3.117285,-2.657185,-0.1277853,-2.982885,-2.493185,-2.273085,0.8375,1.3021,-2.403185,-0.7397853,-2.708485,2.3184,0.9285,-2.945085,-1.579485,2.4032,2.6196,2.1676,1.8284,-2.843785,-2.995685,0.6404,0.2216,1.4297,0.6623
-2.804685,-2.769285,2.7651,0.567,0.9958,-0.02968531,-2.341585,-1.926885,1.3658,2.8868,-2.168885,1.9826,2.0654,-2.083185,-1.110385,-2.815785,1.3218,0.2785,-1.825485,2.6113,2.197,0.2816,-0.3665853,1.2921,-2.170585,0.179,-1.468685,-0.5718853,-2.789685,2.4465,-2.730785,1.5874,-0.1262853,-2.861385,-2.816385,1.3859,1.3974,2.55,-0.6551853,-2.150185,-2.141985,-0.6769853,-0.8091853,1.7225,2.5857,1.1819,-2.299185,-1.150185,-2.752785,2.3606,1.6633,-2.014385,-1.918685,-0.9772853,-0.6033853,2.3175,-0.5701853,1.4824,-2.869585,1.2573,-0.03808531,0.7143,-2.808885,0.8361,1.2615,-1.367085,-0.04848531,1.2778,-1.525885,0.1002,-3.130985,-2.668585,-0.1389853,-2.994085,-2.503485,-2.283785,0.8274,1.2904,-2.414785,-0.7531853,-2.718785,2.303,0.9184,-2.955085,-1.589785,2.3909,2.6092,2.156,1.8185,-2.853385,-3.007085,0.6299,0.2072,1.4213,0.65
-2.816085,-2.780985,2.7551,0.5546,0.9841,-0.04008531,-2.353885,-1.939585,1.3545,2.8749,-2.179885,1.9734,2.0551,-2.092885,-1.120585,-2.824485,1.3119,0.2699,-1.836585,2.5999,2.1859,0.2713,-0.3769853,1.2805,-2.182185,0.1689,-1.481785,-0.5840853,-2.802785,2.4347,-2.740985,1.5765,-0.1371853,-2.872685,-2.827985,1.3733,1.385,2.5391,-0.6662853,-2.161885,-2.153585,-0.6882853,-0.8213853,1.71,2.5751,1.1712,-2.309685,-1.160185,-2.763385,2.3502,1.6516,-2.024085,-1.930085,-0.9882853,-0.6144853,2.3058,-0.5817853,1.4711,-2.881685,1.2456,-0.04918531,0.703,-2.819785,0.8282,1.2518,-1.376585,-0.05958531,1.2666,-1.535985,0.0896,-3.141085,-2.680785,-0.1508853,-3.005185,-2.513185,-2.293585,0.8178,1.2803,-2.425985,-0.7645853,-2.729185,2.296,0.9073,-2.966685,-1.599885,2.379,2.5986,2.1445,1.8081,-2.863485,-3.017985,0.6195,0.1978,1.4121,0.6391
-2.827185,-2.791785,2.7448,0.5434,0.9735,-0.05038531,-2.365885,-1.951285,1.3433,2.8629,-2.190685,1.9626,2.0452,-2.102385,-1.130885,-2.835185,1.3012,0.2592,-1.847385,2.5894,2.1748,0.2607,-0.3879853,1.269,-2.193085,0.1581,-1.493085,-0.5956853,-2.813985,2.4228,-2.751685,1.565,-0.1479853,-2.885085,-2.838885,1.3612,1.3743,2.5279,-0.6765853,-2.172585,-2.164485,-0.7008853,-0.8338853,1.698,2.5646,1.1591,-2.320185,-1.170285,-2.776085,2.3398,1.6399,-2.034985,-1.941585,-0.9985853,-0.6252853,2.2939,-0.5917853,1.4615,-2.891785,1.2323,-0.06018531,0.692,-2.830785,0.8147,1.2422,-1.386585,-0.0719853,1.2558,-1.546885,0.0785,3.1311,-2.690385,-0.1626853,-3.015485,-2.523085,-2.304185,0.8063,1.2691,-2.437485,-0.7755853,-2.738585,2.2814,0.8972,-2.977885,-1.609885,2.3682,2.5883,2.1329,1.7977,-2.875385,-3.029685,0.6084,0.1854,1.4013,0.6269
-2.838385,-2.803085,2.7345,0.532,0.961,-0.06078531,-2.376985,-1.962985,1.3319,2.8515,-2.200585,1.9528,2.035,-2.112285,-1.141285,-2.846985,1.291,0.2472,-1.857585,2.5793,2.1646,0.2485,-0.3982853,1.2578,-2.204185,0.1481,-1.504485,-0.6069853,-2.824985,2.4114,-2.762285,1.5538,-0.1587853,-2.897485,-2.850285,1.349,1.3642,2.5167,-0.6873853,-2.183085,-2.174985,-0.7121853,-0.8447853,1.6866,2.5541,1.1479,-2.330585,-1.182685,-2.787485,2.3292,1.6281,-2.045285,-1.953185,-1.008785,-0.6360853,2.2829,-0.6033853,1.4501,-2.901185,1.2201,-0.0723853,0.6807,-2.841685,0.8082,1.23,-1.398085,-0.08228531,1.2449,-1.557185,0.0668,3.1192,-2.701985,-0.1739853,-3.027485,-2.533285,-2.315385,0.7955,1.2571,-2.447985,-0.7887853,-2.748885,2.2703,0.8875,-2.989085,-1.620385,2.3549,2.578,2.1217,1.7872,-2.886285,-3.041085,0.5978,0.1743,1.3927,0.6146
-2.849385,-2.814285,2.7239,0.5208,0.9498,-0.07138531,-2.389085,-1.974985,1.3204,2.84,-2.210985,1.943,2.0246,-2.122885,-1.151485,-2.856185,1.2802,0.2374,-1.868785,2.569,2.153,0.238,-0.4087853,1.2466,-2.215285,0.1376,-1.515985,-0.6182853,-2.835885,2.3994,-2.772385,1.543,-0.1690853,-2.909585,-2.861085,1.3375,1.3541,2.5056,-0.6982853,-2.193685,-2.185485,-0.7236853,-0.8561853,1.6747,2.544,1.1374,-2.340985,-1.191185,-2.796985,2.3188,1.6165,-2.058585,-1.964385,-1.019985,-0.6468853,2.2722,-0.6137853,1.4409,-2.912885,1.2097,-0.08438531,0.6693,-2.851885,0.7964,1.2187,-1.407385,-0.09258531,1.2338,-1.567685,0.056,3.109,-2.714585,-0.1869853,-3.038885,-2.544085,-2.325885,0.7854,1.2446,-2.459485,-0.8000853,-2.759785,2.2572,0.8767,-3.000685,-1.630485,2.3453,2.5682,2.1105,1.7774,-2.895685,-3.052485,0.5872,0.1632,1.383,0.6022
-2.860885,-2.825285,2.7133,0.5087,0.938,-0.0820853,-2.400285,-1.986685,1.3102,2.8279,-2.221485,1.9316,2.014,-2.133285,-1.161985,-2.865785,1.2691,0.227,-1.879085,2.5584,2.1421,0.2276,-0.4193853,1.2355,-2.226285,0.1269,-1.526485,-0.6292853,-2.846585,2.3875,-2.782985,1.5311,-0.1802853,-2.921585,-2.871685,1.3259,1.3438,2.4938,-0.7089853,-2.203885,-2.195685,-0.7352853,-0.8669853,1.6634,2.5337,1.125,-2.351385,-1.201185,-2.810085,2.3083,1.6054,-2.067185,-1.976785,-1.030085,-0.6575853,2.2618,-0.6214853,1.4302,-2.925485,1.1936,-0.0948853,0.6577,-2.862785,0.7876,1.2089,-1.417785,-0.1040853,1.2235,-1.578485,0.0437,3.0988,-2.725085,-0.1984853,-3.050685,-2.554085,-2.336285,0.7743,1.2342,-2.470585,-0.8116853,-2.770385,2.2482,0.8665,-3.012285,-1.640885,2.3326,2.5585,2.0997,1.7664,-2.907485,-3.064085,0.5763,0.1531,1.3719,0.5906
-2.871585,-2.836385,2.7028,0.4979,0.9275,-0.09258531,-2.412285,-1.998985,1.2993,2.817,-2.232485,1.9213,2.0034,-2.143785,-1.173185,-2.878085,1.2581,0.2156,-1.889785,2.548,2.131,0.2171,-0.4302853,1.2245,-2.236985,0.1162,-1.537485,-0.6403853,-2.857185,2.3757,-2.793385,1.5205,-0.1919853,-2.932685,-2.880685,1.3142,1.3336,2.4826,-0.7192853,-2.214585,-2.206385,-0.7453853,-0.8795853,1.6522,2.5228,1.1144,-2.361785,-1.212185,-2.820085,2.2976,1.5939,-2.080185,-1.988185,-1.040685,-0.6683853,2.2508,-0.6371853,1.4201,-2.933585,1.1823,-0.1068853,0.6459,-2.873185,0.776,1.1987,-1.428585,-0.1151853,1.2116,-1.589285,0.032,3.0857,-2.734785,-0.2091853,-3.062585,-2.565385,-2.346585,0.7638,1.2219,-2.481685,-0.8235853,-2.779785,2.2359,0.8558,-3.023385,-1.651385,2.321,2.5473,2.087,1.7567,-2.917285,-3.075685,0.5655,0.1411,1.3612,0.5789
-2.882185,-2.847285,2.6922,0.4874,0.9169,-0.1030853,-2.424285,-2.010785,1.2882,2.8053,-2.242785,1.9108,1.9921,-2.154885,-1.183985,-2.886285,1.2471,0.2061,-1.900885,2.5374,2.1202,0.206,-0.4404853,1.2136,-2.247885,0.1056,-1.548285,-0.6514853,-2.868085,2.3641,-2.803785,1.5092,-0.2024853,-2.944285,-2.891585,1.303,1.3234,2.4717,-0.7295853,-2.224685,-2.216485,-0.7569853,-0.8906853,1.6412,2.5122,1.1034,-2.372285,-1.221185,-2.830685,2.287,1.5821,-2.088585,-1.999485,-1.051685,-0.6796853,2.2381,-0.6442853,1.4092,-2.944785,1.1688,-0.1174853,0.6336,-2.885485,0.7688,1.1884,-1.438885,-0.1263853,1.2003,-1.600285,0.0223,3.0735,-2.748285,-0.2209853,-3.074785,-2.575285,-2.357585,0.7539,1.2106,-2.492585,-0.8350853,-2.790685,2.2265,0.8461,-3.034685,-1.662085,2.311,2.5369,2.0761,1.7464,-2.928885,-3.087085,0.5548,0.1323,1.3492,0.5664
-2.892785,-2.858485,2.6817,0.4765,0.9054,-0.1137853,-2.435885,-2.022685,1.2766,2.7944,-2.253485,1.9002,1.9807,-2.165585,-1.195085,-2.897785,1.2368,0.195,-1.912085,2.5267,2.1097,0.1955,-0.4512853,1.2027,-2.258885,0.0948,-1.559985,-0.6625853,-2.878485,2.3527,-2.814485,1.4977,-0.2127853,-2.955785,-2.901885,1.2921,1.3129,2.4608,-0.7403853,-2.234885,-2.226785,-0.7681853,-0.9015853,1.6295,2.5019,1.0923,-2.382785,-1.232985,-2.842285,2.2757,1.5709,-2.098385,-2.010885,-1.061885,-0.6905853,2.2278,-0.6552853,1.3987,-2.958185,1.1571,-0.1293853,0.6222,-2.896685,0.7592,1.1746,-1.448285,-0.1363853,1.1902,-1.611185,0.0105,3.0623,-2.759485,-0.2324853,-3.086085,-2.586385,-2.368585,0.7433,1.2004,-2.504285,-0.8463853,-2.801185,2.2189,0.8361,-3.066885,-1.672885,2.2995,2.5258,2.0651,1.736,-2.939085,-3.097485,0.5447,0.1215,1.3383,0.5549
-2.903985,-2.869385,2.6713,0.4656,0.8948,-0.1245853,-2.446985,-2.033385,1.2672,2.7833,-2.264385,1.8895,1.97,-2.176185,-1.205985,-2.909185,1.226,0.1838,-1.922285,2.5157,2.0987,0.1846,-0.4621853,1.1921,-2.269285,0.084,-1.569785,-0.6732853,-2.889385,2.3414,-2.825085,1.4877,-0.2237853,-2.966385,-2.912185,1.281,1.3031,2.4496,-0.7509853,-2.245485,-2.237185,-0.7780853,-0.9136853,1.6182,2.4904,1.0813,-2.393985,-1.243185,-2.853885,2.265,1.5615,-2.108685,-2.021985,-1.073385,-0.7013853,2.2171,-0.6657853,1.3876,-2.969185,1.1463,-0.1393853,0.6116,-2.907885,0.7442,1.1642,-1.459385,-0.1462853,1.1782,-1.622485,-0.000285307,3.0561,-2.769185,-0.2427853,-3.096685,-2.596985,-2.379085,0.7322,1.1891,-2.515785,-0.8578853,-2.812285,2.2071,0.8245,-3.056285,-1.683485,2.2891,2.5147,2.0544,1.7253,-2.950785,-3.107885,0.5339,0.1104,1.3266,0.5429
-2.914785,-2.880685,2.6609,0.454,0.8839,-0.1354853,-2.458985,-2.044785,1.2558,2.7731,-2.275285,1.8758,1.9588,-2.187185,-1.216685,-2.918685,1.2147,0.1727,-1.932885,2.5048,2.0884,0.1736,-0.4727853,1.1815,-2.280185,0.0728,-1.580485,-0.6839853,-2.899485,2.3303,-2.835685,1.4775,-0.2345853,-2.977685,-2.922985,1.2703,1.2928,2.4381,-0.7614853,-2.256085,-2.247785,-0.7891853,-0.9232853,1.6065,2.4797,1.0704,-2.404985,-1.253685,-2.863285,2.2542,1.5504,-2.118285,-2.033385,-1.083985,-0.7121853,2.2078,-0.6758853,1.3776,-2.978285,1.1339,-0.1500853,0.602,-2.918185,0.735,1.1552,-1.470885,-0.1573853,1.1683,-1.632985,-0.01008531,3.0434,-2.780885,-0.2539853,-3.106585,-2.606885,-2.390185,0.7222,1.1778,-2.526685,-0.8696853,-2.821885,2.1952,0.8148,-3.068085,-1.693285,2.2771,2.5048,2.044,1.715,-2.961785,-3.119185,0.5237,0.0997,1.3166,0.5321
-2.925685,-2.892285,2.6507,0.4431,0.8723,-0.1465853,-2.470285,-2.056285,1.2459,2.7619,-2.286985,1.8668,1.9473,-2.198085,-1.227685,-2.929685,1.2045,0.1639,-1.943685,2.4926,2.0773,0.1619,-0.4843853,1.1706,-2.291485,0.0615,-1.593285,-0.6956853,-2.912585,2.319,-2.847185,1.4658,-0.2460853,-2.989185,-2.935585,1.2584,1.2804,2.4282,-0.7731853,-2.267985,-2.259785,-0.8012853,-0.9350853,1.5945,2.4689,1.0588,-2.416085,-1.262585,-2.876485,2.2436,1.5392,-2.129185,-2.044585,-1.094585,-0.7235853,2.1978,-0.6902853,1.3661,-2.990885,1.1218,-0.1610853,0.5915,-2.929085,0.7198,1.1453,-1.480385,-0.1658853,1.1578,-1.644085,-0.02128531,3.031,-2.791985,-0.2656853,-3.117385,-2.617785,-2.401085,0.711,1.1677,-2.538585,-0.8803853,-2.833085,2.1831,0.8032,-3.077985,-1.703485,2.2678,2.4939,2.0343,1.7041,-2.972585,-3.130685,0.513,0.089,1.3058,0.5205
-2.935985,-2.902185,2.6404,0.4326,0.8626,-0.1575853,-2.481985,-2.068185,1.2334,2.7512,-2.298385,1.8566,1.9362,-2.208785,-1.238885,-2.940085,1.1934,0.1541,-1.955085,2.481,2.0671,0.1532,-0.4960853,1.1599,-2.301685,0.0498,-1.603885,-0.7064853,-2.923485,2.3083,-2.857985,1.4557,-0.2578853,-3.000385,-2.946585,1.2479,1.2701,2.4178,-0.7833853,-2.279085,-2.270985,-0.8112853,-0.9471853,1.5834,2.4575,1.0474,-2.427085,-1.273485,-2.886485,2.2329,1.5282,-2.140485,-2.055785,-1.105785,-0.7338853,2.1864,-0.6977853,1.3563,-3.002085,1.1106,-0.1713853,0.5818,-2.939585,0.716,1.1328,-1.491885,-0.1780853,1.1479,-1.654985,-0.03108531,3.0221,-2.802685,-0.2754853,-3.126585,-2.628285,-2.411985,0.7007,1.1555,-2.548885,-0.8919853,-2.842885,2.1728,0.793,-3.088985,-1.713885,2.2561,2.4829,2.0239,1.693,-2.983785,-3.139985,0.5017,0.0788,1.2946,0.5098
-2.947285,-2.912285,2.63,0.4218,0.8532,-0.1685853,-2.492885,-2.079185,1.2238,2.7406,-2.308885,1.8454,1.9252,-2.219685,-1.249285,-2.950285,1.1826,0.1418,-1.965385,2.4699,2.0565,0.1418,-0.5071853,1.1494,-2.312085,0.0391,-1.615185,-0.7175853,-2.933785,2.2974,-2.868785,1.4445,-0.2681853,-3.011485,-2.957685,1.2372,1.2596,2.4072,-0.7941853,-2.290185,-2.281985,-0.8225853,-0.9581853,1.5724,2.4462,1.0368,-2.438285,-1.286285,-2.896585,2.222,1.5175,-2.149985,-2.066385,-1.117085,-0.7445853,2.1753,-0.7099853,1.3438,-3.009785,1.099,-0.1837853,0.5713,-2.950885,0.7046,1.1222,-1.501385,-0.1889853,1.1376,-1.665885,-0.04088531,3.0099,-2.813585,-0.2874853,-3.137085,-2.640685,-2.422585,0.6902,1.146,-2.559985,-0.9023853,-2.852985,2.1623,0.7814,-3.099185,-1.725485,2.2464,2.4722,2.0129,1.6823,-2.995385,3.1329,0.4908,0.0672,1.2847,0.499
-2.957385,-2.922685,2.6193,0.4114,0.842,-0.1796853,-2.503885,-2.090585,1.2134,2.7294,-2.320485,1.8345,1.9145,-2.230285,-1.260885,-2.961285,1.1713,0.1306,-1.976785,2.4591,2.0463,0.1307,-0.5182853,1.1388,-2.322085,0.0278,-1.625585,-0.7283853,-2.944385,2.2869,-2.879785,1.4335,-0.2780853,-3.021585,-2.967985,1.2264,1.2493,2.3967,-0.8052853,-2.301285,-2.293185,-0.8319853,-0.9682853,1.561,2.4346,1.0279,-2.449685,-1.294885,-2.908085,2.211,1.5052,-2.160985,-2.077885,-1.128485,-0.7553853,2.1661,-0.7204853,1.335,-3.024085,1.0897,-0.1947853,0.5611,-2.961185,0.6898,1.1136,-1.514485,-0.1981853,1.1275,-1.676985,-0.05288531,2.9987,-2.824085,-0.2984853,3.1362,-2.649585,-2.433885,0.6798,1.1348,-2.570685,-0.9133853,-2.863785,2.1546,0.7701,-3.109785,-1.735385,2.2336,2.4619,2.0027,1.6707,-3.005885,3.1225,0.4799,0.0575,1.2729,0.488
-2.967785,-2.932985,2.6085,0.4009,0.833,-0.1908853,-2.514485,-2.101085,1.2037,2.7186,-2.331385,1.8235,1.9038,-2.240385,-1.272085,-2.971485,1.1599,0.1196,-1.987585,2.4477,2.036,0.1197,-0.5295853,1.1285,-2.331785,0.0164,-1.636785,-0.7390853,-2.954585,2.2763,-2.890585,1.4221,-0.2885853,-3.031885,-2.978885,1.216,1.2393,2.3858,-0.8158853,-2.312485,-2.304285,-0.8428853,-0.9790853,1.5506,2.424,1.0174,-2.460985,-1.304585,-2.919685,2.1996,1.4942,-2.173985,-2.087685,-1.139785,-0.7663853,2.1566,-0.7306853,1.3231,-3.034585,1.0774,-0.2053853,0.551,-2.972185,0.6783,1.1039,-1.526085,-0.2107853,1.1185,-1.688085,-0.06218531,2.9865,-2.833685,-0.3090853,3.1259,-2.659885,-2.445085,0.6679,1.1243,-2.581185,-0.9236853,-2.875285,2.1388,0.7586,-3.120785,-1.745985,2.2232,2.4506,1.9926,1.6595,-3.017185,3.1126,0.4682,0.0454,1.2622,0.4776
