source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0
-1.749185,-1.774685,-2.422785,1.5531,2.057,1.0006,-1.210185,-0.7917853,2.4412,-2.307885,-1.200085,2.9656,3.0465,-1.095985,-0.1278853,-1.710185,2.3383,1.3434,-0.8094853,-2.697485,-3.076085,1.2529,0.6636,2.3494,-1.150985,1.2092,-0.3764853,0.5219,-1.732385,-2.730985,-1.669585,2.5582,0.8451,-1.759185,-1.829485,2.4859,2.4911,-2.755185,0.412,-1.099585,-1.091385,0.4003,0.312,2.835,-2.724085,2.2504,-1.306085,-0.04848531,-1.744085,-2.865585,2.7656,-0.9475853,-0.8077853,0.0039,0.4562,-2.918985,0.4864,2.5597,-1.923485,2.4045,1.0629,1.7583,-1.885085,1.8743,2.2757,-0.3528853,0.8408,2.3132,-0.5435853,1.1482,-2.032085,-1.586385,0.9683,-1.949885,-1.399685,-1.270685,1.8932,2.3774,-1.312185,0.3627,-1.620085,-2.915485,1.933,-1.872385,-0.4838853,-2.794885,-2.596885,-3.077085,2.8335,-1.844785,-1.948785,1.6864,1.2929,2.4122,1.774
-1.776485,-1.803285,-2.449585,1.5241,2.0277,0.9719,-1.238585,-0.8202853,2.413,-2.335485,-1.229085,2.9371,3.017,-1.125885,-0.1564853,-1.737385,2.3097,1.3178,-0.8386853,-2.727785,-3.104985,1.2239,0.6344,2.3214,-1.179485,1.1803,-0.4063853,0.4929,-1.762385,-2.759285,-1.697885,2.5284,0.8157,-1.787885,-1.858885,2.4568,2.4626,-2.782785,0.3834,-1.128285,-1.120285,0.3707,0.2835,2.8073,-2.752585,2.223,-1.335085,-0.07738531,-1.772385,-2.893485,2.7373,-0.9744853,-0.8360853,-0.02488531,0.4283,-2.947385,0.4575,2.5353,-1.951685,2.3745,1.0352,1.7308,-1.912485,1.8433,2.2484,-0.3821853,0.8132,2.2851,-0.5735853,1.1203,-2.061785,-1.613485,0.94,-1.977585,-1.427185,-1.300585,1.8654,2.3506,-1.340785,0.3338,-1.646185,-2.938385,1.9051,-1.899285,-0.5106853,-2.823985,-2.624685,-3.105085,2.804,-1.872085,-1.976785,1.6584,1.2493,2.3832,1.7454
-1.803585,-1.831685,-2.476985,1.4958,2.0005,0.9437,-1.266185,-0.8482853,2.385,-2.363985,-1.257785,2.9077,2.9881,-1.154785,-0.1851853,-1.763585,2.2809,1.2907,-0.8668853,-2.756485,-3.133385,1.195,0.6056,2.2938,-1.207885,1.1517,-0.4343853,0.4648,-1.789785,-2.787285,-1.725885,2.501,0.7873,-1.816385,-1.886885,2.4278,2.4359,-2.811185,0.356,-1.156085,-1.147885,0.3438,0.2547,2.7795,-2.781385,2.1949,-1.363485,-0.1044853,-1.801385,-2.921085,2.7089,-1.000385,-0.8643853,-0.05338531,0.4009,-2.974285,0.4314,2.5058,-1.979685,2.346,1.0064,1.7029,-1.940285,1.8201,2.2199,-0.4104853,0.7862,2.2546,-0.6024853,1.0919,-2.087885,-1.642485,0.9118,-2.005585,-1.453885,-1.328785,1.8379,2.3231,-1.368485,0.3056,-1.674785,-2.967185,1.8762,-1.928185,-0.5380853,-2.851885,-2.653885,-3.133485,2.7759,-1.902085,-2.004985,1.6314,1.2218,2.3546,1.7176
-1.831485,-1.860185,-2.504385,1.4671,1.9728,0.9149,-1.293885,-0.8764853,2.3566,-2.392185,-1.286885,2.8781,2.9593,-1.182685,-0.2150853,-1.790585,2.2528,1.2621,-0.8950853,-2.785085,3.1216,1.1667,0.5776,2.2662,-1.235885,1.1233,-0.4622853,0.437,-1.817485,-2.815985,-1.753485,2.4719,0.7583,-1.845385,-1.913785,2.3991,2.4091,-2.839785,0.3283,-1.183585,-1.175585,0.3152,0.2271,2.751,-2.810585,2.1661,-1.392285,-0.1305853,-1.829785,-2.948685,2.6809,-1.029185,-0.8931853,-0.08228531,0.3736,-3.003285,0.3979,2.4798,-2.006685,2.3168,0.9788,1.6747,-1.966385,1.7807,2.1911,-0.4398853,0.7607,2.2273,-0.6315853,1.0651,-2.117485,-1.669485,0.8833,-2.034385,-1.481085,-1.357285,1.8101,2.2954,-1.396785,0.2773,-1.701485,-2.996785,1.8467,-1.955785,-0.5651853,-2.879285,-2.680185,3.1211,2.7469,-1.931285,-2.033085,1.6036,1.1936,2.3251,1.6892
-1.859085,-1.888485,-2.531785,1.4389,1.9433,0.8867,-1.322485,-0.9052853,2.3287,-2.420585,-1.315385,2.8497,2.9311,-1.210885,-0.2428853,-1.818685,2.2254,1.2342,-0.9232853,-2.813685,3.0936,1.1382,0.5503,2.2388,-1.263785,1.0958,-0.4910853,0.4087,-1.844585,-2.844885,-1.780685,2.4434,0.7297,-1.873785,-1.941685,2.3698,2.3818,-2.868685,0.3007,-1.210785,-1.202485,0.2867,0.1986,2.7224,-2.840785,2.1396,-1.420485,-0.1580853,-1.858685,-2.975985,2.6523,-1.055185,-0.9213853,-0.1112853,0.3462,-3.032085,0.3743,2.4499,-2.036985,2.2867,0.9501,1.6466,-1.994185,1.7537,2.1613,-0.4689853,0.7324,2.2,-0.6598853,1.0363,-2.144785,-1.697585,0.8546,-2.062085,-1.509185,-1.385885,1.7832,2.2668,-1.425085,0.2492,-1.729485,-3.025585,1.818,-1.983485,-0.5922853,-2.909685,-2.706585,3.0941,2.7175,-1.957985,-2.061285,1.5763,1.1654,2.2976,1.6602
-1.886185,-1.916285,-2.559185,1.4107,1.9164,0.8593,-1.350385,-0.9332853,2.302,-2.449285,-1.343785,2.8213,2.9027,-1.239685,-0.2715853,-1.845585,2.1982,1.2075,-0.9507853,-2.842185,3.0656,1.1099,0.5232,2.2113,-1.291785,1.0692,-0.5182853,0.381,-1.872185,-2.874085,-1.807285,2.4143,0.7015,-1.902285,-1.970185,2.3416,2.3548,-2.896285,0.2732,-1.237485,-1.229485,0.2595,0.1706,2.694,-2.869485,2.1108,-1.449285,-0.1842853,-1.885685,-3.003085,2.6247,-1.081985,-0.9503853,-0.1397853,0.3191,-3.058385,0.3462,2.4229,-2.066685,2.2603,0.9231,1.6186,-2.021585,1.7307,2.1343,-0.4973853,0.7046,2.1738,-0.6887853,1.0079,-2.171685,-1.726885,0.8263,-2.089885,-1.535485,-1.413085,1.7552,2.238,-1.453585,0.2207,-1.756285,-3.052385,1.7885,-2.011085,-0.6191853,-2.935885,-2.733785,3.0653,2.6888,-1.985985,-2.089385,1.5491,1.1379,2.2695,1.6307
-1.914085,-1.943985,-2.586485,1.3824,1.8878,0.8314,-1.379085,-0.9627853,2.274,-2.477785,-1.372585,2.7934,2.8741,-1.268785,-0.3001853,-1.873285,2.17,1.1793,-0.9787853,-2.870285,3.0377,1.0814,0.4956,2.1838,-1.319685,1.0418,-0.5466853,0.3526,-1.899285,-2.903185,-1.834185,2.3879,0.6733,-1.930185,-1.998785,2.3132,2.3278,-2.924185,0.2456,-1.264385,-1.256285,0.2307,0.142,2.6651,-2.897785,2.0832,-1.477485,-0.2110853,-1.915785,-3.029985,2.5958,-1.112685,-0.9787853,-0.1679853,0.2918,-3.086985,0.3178,2.3966,-2.093085,2.2308,0.8932,1.5904,-2.048885,1.7005,2.1082,-0.5258853,0.6766,2.1447,-0.7173853,0.981,-2.203485,-1.753485,0.7981,-2.118085,-1.562785,-1.442585,1.7282,2.2102,-1.482485,0.1919,-1.783485,-3.082085,1.7614,-2.040585,-0.6467853,-2.964385,-2.760485,3.0369,2.6603,-2.017285,-2.117385,1.5215,1.1082,2.2411,1.6028
-1.942385,-1.971985,-2.613985,1.3544,1.8603,0.8044,-1.407985,-0.9905853,2.2466,-2.506785,-1.399985,2.7645,2.846,-1.296685,-0.3285853,-1.900185,2.1428,1.1517,-1.006185,-2.898485,3.0099,1.0537,0.4694,2.1561,-1.347085,1.0152,-0.5752853,0.324,-1.926485,-2.931885,-1.860785,2.3596,0.6454,-1.959185,-2.027585,2.2851,2.3008,-2.952585,0.2185,-1.291385,-1.283385,0.203,0.1138,2.6357,-2.926085,2.055,-1.505485,-0.2398853,-1.942785,-3.056785,2.5674,-1.141985,-1.007485,-0.1964853,0.2643,-3.114685,0.291,2.3677,-2.121085,2.1992,0.865,1.563,-2.077785,1.6711,2.0767,-0.5538853,0.6486,2.1174,-0.7453853,0.9517,-2.229785,-1.781685,0.7684,-2.144985,-1.590885,-1.469785,1.701,2.1821,-1.511185,0.1615,-1.811185,-3.110885,1.7317,-2.068185,-0.6742853,-2.993285,-2.787285,3.0104,2.6319,-2.044885,-2.145785,1.4945,1.0814,2.2118,1.5723
-1.969485,-1.998885,-2.641285,1.3277,1.8329,0.7772,-1.437485,-1.021385,2.2196,-2.535685,-1.427785,2.7365,2.8179,-1.324885,-0.3570853,-1.927585,2.1159,1.1239,-1.032585,-2.926185,2.9825,1.026,0.4428,2.1282,-1.374485,0.9887,-0.6034853,0.2958,-1.953585,-2.960185,-1.887385,2.3316,0.6168,-1.988185,-2.056785,2.2573,2.2735,-2.980485,0.1915,-1.317985,-1.309985,0.1747,0.084,2.6062,-2.953785,2.0263,-1.533185,-0.2666853,-1.970785,-3.083385,2.5386,-1.171485,-1.036185,-0.2243853,0.2369,3.1412,0.2637,2.3424,-2.149785,2.1712,0.8368,1.5349,-2.106385,1.6395,2.0477,-0.5831853,0.6209,2.0899,-0.7737853,0.9241,-2.258985,-1.810185,0.7405,-2.172985,-1.618185,-1.497685,1.6745,2.1519,-1.539585,0.1338,-1.838185,-3.137285,1.7045,-2.104985,-0.7014853,-3.020885,-2.813985,2.982,2.6038,-2.071185,-2.172985,1.4674,1.0538,2.1827,1.5439
-1.997185,-2.026285,-2.668785,1.3002,1.8035,0.7505,-1.466585,-1.049385,2.1918,-2.564185,-1.455785,2.708,2.7901,-1.353285,-0.3850853,-1.954585,2.0887,1.0961,-1.059685,-2.954185,2.9558,0.9989,0.4162,2.1004,-1.401785,0.9619,-0.6317853,0.2676,-1.980885,-2.988485,-1.914085,2.303,0.5887,-2.016485,-2.084885,2.2294,2.2462,-3.008585,0.1642,-1.345185,-1.337085,0.1457,0.0561,2.5764,-2.981685,1.9995,-1.560585,-0.2945853,-1.999285,-3.110185,2.5113,-1.198985,-1.064585,-0.2523853,0.2092,3.1138,0.2375,2.3145,-2.179385,2.1416,0.8092,1.5076,-2.132185,1.6149,2.0211,-0.6105853,0.5942,2.0626,-0.8017853,0.897,-2.286285,-1.838485,0.7112,-2.200785,-1.644785,-1.525085,1.6469,2.1257,-1.567885,0.1044,-1.864785,3.1238,1.6775,-2.125585,-0.7294853,-3.049985,-2.840985,2.9544,2.5759,-2.099285,-2.200885,1.4402,1.0273,2.1537,1.5148
-2.024185,-2.053685,-2.696285,1.273,1.7766,0.7238,-1.494885,-1.078385,2.1639,-2.592485,-1.483085,2.681,2.7617,-1.381885,-0.4125853,-1.981385,2.0621,1.0687,-1.086185,-2.981085,2.9283,0.972,0.3897,2.0726,-1.428785,0.9345,-0.6598853,0.239,-2.008485,-3.016985,-1.940685,2.2758,0.5611,-2.044685,-2.112385,2.2009,2.2189,-3.035585,0.1373,-1.371885,-1.363785,0.1187,0.0273,2.5483,-3.008885,1.9728,-1.587585,-0.3209853,-2.025585,-3.136885,2.4828,-1.225285,-1.092685,-0.2799853,0.1817,3.0865,0.2125,2.288,-2.207185,2.1133,0.78,1.48,-2.160385,1.5879,1.9953,-0.6378853,0.5662,2.0346,-0.8292853,0.8678,-2.316785,-1.866085,0.6835,-2.228285,-1.671985,-1.551685,1.6198,2.097,-1.595885,0.0769,-1.892385,3.0903,1.649,-2.153585,-0.7568853,-3.077985,-2.868085,2.9264,2.5485,-2.128085,-2.228585,1.4137,1,2.1263,1.4863
-2.052185,-2.081685,-2.723385,1.2456,1.7492,0.696,-1.523485,-1.106785,2.1354,-2.621385,-1.511085,2.6542,2.7335,-1.409585,-0.4404853,-2.009385,2.0352,1.044,-1.113685,-3.009185,2.9014,0.9443,0.3616,2.0443,-1.456785,0.907,-0.6900853,0.21,-2.038285,-3.045785,-1.968385,2.249,0.5331,-2.074085,-2.138485,2.1713,2.1904,-3.062585,0.1099,-1.399985,-1.391885,0.0897,-0.000585307,2.5187,-3.036885,1.9456,-1.614585,-0.3490853,-2.052685,3.1192,2.4531,-1.252585,-1.120385,-0.3067853,0.1536,3.0591,0.1827,2.2615,-2.231485,2.0837,0.7513,1.4522,-2.187485,1.5635,1.9694,-0.6644853,0.5389,2.0076,-0.8572853,0.8413,-2.345385,-1.894385,0.6546,-2.256985,-1.699685,-1.578385,1.5923,2.0691,-1.624285,0.0474,-1.918785,3.0682,1.6228,-2.181185,-0.7836853,-3.106585,-2.895085,2.898,2.5214,-2.154385,-2.255885,1.3872,0.9731,2.0992,1.4581
-2.080985,-2.108885,-2.750385,1.217,1.7215,0.6687,-1.552385,-1.136085,2.1084,-2.649185,-1.538985,2.626,2.7057,-1.436085,-0.4662853,-2.038085,2.0082,1.0174,-1.140485,-3.036585,2.8743,0.9176,0.334,2.0158,-1.483985,0.8799,-0.7185853,0.1817,-2.066585,-3.074585,-1.996085,2.2207,0.5057,-2.102885,-2.164385,2.1417,2.1627,-3.089885,0.0829,-1.427585,-1.419485,0.0608,-0.02978531,2.4898,-3.063685,1.9177,-1.641385,-0.3759853,-2.081085,3.0919,2.4246,-1.278985,-1.149785,-0.3348853,0.1259,3.0322,0.1557,2.234,-2.259385,2.0538,0.7237,1.4255,-2.214785,1.5328,1.9406,-0.6911853,0.5134,1.9802,-0.8849853,0.8144,-2.374185,-1.922785,0.6265,-2.282885,-1.727085,-1.605285,1.5649,2.0402,-1.652185,0.019,-1.946985,3.0365,1.5947,-2.209285,-0.8123853,-3.136085,-2.921985,2.8714,2.4937,-2.180585,-2.284085,1.3601,0.9459,2.0712,1.4281
-2.108285,-2.136485,-2.777685,1.1898,1.6943,0.6417,-1.580985,-1.165485,2.0804,-2.676685,-1.566085,2.5983,2.6787,-1.462785,-0.4969853,-2.065485,1.9813,0.9905,-1.167285,-3.063385,2.8474,0.8906,0.3071,1.988,-1.511285,0.8534,-0.7468853,0.1534,-2.094085,-3.103285,-2.023785,2.1934,0.4787,-2.131685,-2.190285,2.1134,2.1354,-3.116985,0.0561,-1.454385,-1.446385,0.0338,-0.05808531,2.4615,-3.090085,1.8887,-1.667785,-0.4021853,-2.108885,3.0642,2.3972,-1.304385,-1.177585,-0.3624853,0.0984,3.0052,0.1289,2.2085,-2.287885,2.0273,0.6957,1.3968,-2.242685,1.5077,1.9135,-0.7189853,0.486,1.954,-0.9124853,0.7853,-2.401185,-1.949685,0.5979,-2.311385,-1.754085,-1.631785,1.537,2.0099,-1.680285,-0.009285307,-1.973285,3.0135,1.5685,-2.237085,-0.8399853,3.12,-2.949085,2.8434,2.4674,-2.207085,-2.311785,1.3326,0.9184,2.0442,1.4006
-2.136085,-2.163785,-2.804985,1.1622,1.667,0.615,-1.609085,-1.193385,2.0534,-2.703885,-1.592485,2.5705,2.6521,-1.489885,-0.5226853,-2.092785,1.9545,0.9632,-1.194685,-3.089985,2.8204,0.8618,0.2807,1.9603,-1.538285,0.8267,-0.7749853,0.1255,-2.121885,-3.131885,-2.051385,2.1664,0.4521,-2.159885,-2.217085,2.0855,2.1081,3.1387,0.0285,-1.481785,-1.473785,0.0045,-0.0855853,2.4336,-3.116785,1.8603,-1.694385,-0.4308853,-2.135985,3.0363,2.3678,-1.330885,-1.205685,-0.3888853,0.0711,2.9774,0.1024,2.1794,-2.316485,1.9982,0.6641,1.3702,-2.269685,1.4772,1.8871,-0.7468853,0.4602,1.9258,-0.9393853,0.7589,-2.433385,-1.979385,0.5689,-2.338685,-1.781685,-1.658985,1.5101,1.9836,-1.708685,-0.03818531,-2.001685,2.9834,1.5418,-2.265285,-0.8667853,3.0922,-2.977585,2.8171,2.4413,-2.231785,-2.338985,1.3048,0.8913,2.018,1.3709
-2.163885,-2.190885,-2.832885,1.1356,1.6375,0.5887,-1.637485,-1.222085,2.0261,-2.731885,-1.618985,2.5444,2.6255,-1.517285,-0.5489853,-2.118685,1.9275,0.9353,-1.221585,-3.116485,2.7932,0.8347,0.2534,1.9326,-1.565785,0.7997,-0.8019853,0.0979,-2.149185,3.1233,-2.079085,2.1397,0.4255,-2.188085,-2.244085,2.0576,2.0817,3.1118,0.0011,-1.509185,-1.501285,-0.02308531,-0.1143853,2.4055,3.1399,1.8336,-1.721085,-0.4572853,-2.162185,3.0084,2.3406,-1.359585,-1.233385,-0.4156853,0.0436,2.9504,0.0747,2.1534,-2.340185,1.9701,0.6378,1.3419,-2.296385,1.4541,1.86,-0.7718853,0.434,1.8997,-0.9659853,0.7308,-2.458985,-2.007885,0.5411,-2.366485,-1.809485,-1.685085,1.4831,1.9551,-1.736685,-0.0657853,-2.029485,2.9554,1.5145,-2.292985,-0.8933853,3.0641,-3.005385,2.7896,2.415,-2.260285,-2.366785,1.2772,0.8631,1.991,1.3438
-2.191885,-2.217385,-2.860285,1.1091,1.6081,0.5623,-1.666285,-1.250385,1.9976,-2.759185,-1.645285,2.5184,2.5985,-1.544085,-0.5755853,-2.146685,1.9,0.9074,-1.248985,3.1406,2.7659,0.8076,0.2262,1.9049,-1.592785,0.7726,-0.8299853,0.0699,-2.176985,3.0952,-2.106785,2.1127,0.3992,-2.216085,-2.272185,2.0296,2.0544,3.0852,-0.02668531,-1.536785,-1.528785,-0.05038531,-0.1414853,2.3773,3.1133,1.805,-1.747585,-0.4839853,-2.190685,2.9818,2.3135,-1.389685,-1.262185,-0.4418853,0.0163,2.9223,0.0459,2.1252,-2.366085,1.9404,0.6092,1.3151,-2.322985,1.4369,1.8341,-0.7975853,0.4058,1.8722,-0.9924853,0.7033,-2.487085,-2.035285,0.5127,-2.393885,-1.836585,-1.712385,1.4565,1.9288,-1.764685,-0.0948853,-2.055685,2.9255,1.4902,-2.321585,-0.9200853,3.037,-3.032985,2.7627,2.3887,-2.288185,-2.393485,1.2494,0.8335,1.9645,1.3147
-2.219485,-2.244085,-2.887985,1.0823,1.5778,0.5359,-1.694985,-1.278485,1.9712,-2.787385,-1.671285,2.493,2.5732,-1.569685,-0.6021853,-2.173585,1.873,0.8791,-1.275885,3.1146,2.7385,0.7811,0.1994,1.8772,-1.620085,0.7456,-0.8575853,0.0421,-2.203585,3.0677,-2.134485,2.0871,0.3724,-2.243385,-2.299585,2.0026,2.0274,3.0588,-0.05418531,-1.564385,-1.556385,-0.07808531,-0.1698853,2.3503,3.0867,1.7762,-1.774285,-0.5124853,-2.215985,2.9541,2.2847,-1.416885,-1.289685,-0.4685853,-0.01078531,2.8949,0.0199,2.0958,-2.393585,1.9148,0.5813,1.2879,-2.352085,1.398,1.8062,-0.8238853,0.3798,1.8468,-1.018685,0.6762,-2.515485,-2.062785,0.4852,-2.421185,-1.862985,-1.739485,1.4292,1.9003,-1.792185,-0.1226853,-2.083585,2.8999,1.4619,-2.349185,-0.9491853,3.0084,-3.060785,2.7342,2.3623,-2.312885,-2.422285,1.222,0.8074,1.9373,1.2873
-2.246785,-2.270785,-2.915385,1.0556,1.5546,0.5093,-1.722285,-1.305985,1.9446,-2.814985,-1.697785,2.4671,2.5481,-1.595085,-0.6281853,-2.199985,1.8456,0.8504,-1.303185,3.0889,2.7118,0.7543,0.1721,1.8495,-1.647385,0.7182,-0.8845853,0.0147,-2.230685,3.0399,-2.162085,2.0611,0.3462,-2.270785,-2.325385,1.9759,2.0008,3.0324,-0.08178531,-1.591585,-1.583485,-0.1059853,-0.1979853,2.3225,3.061,1.7499,-1.800585,-0.5391853,-2.242385,2.9265,2.2573,-1.447185,-1.317785,-0.4946853,-0.03828531,2.8675,-0.01038531,2.0696,-2.420685,1.8844,0.5536,1.2606,-2.376485,1.3714,1.7801,-0.8502853,0.3538,1.8163,-1.045185,0.65,-2.542485,-2.090185,0.4571,-2.448185,-1.890885,-1.766485,1.4024,1.8677,-1.819785,-0.1502853,-2.110585,2.8699,1.4373,-2.390885,-0.9760853,2.9808,-3.088885,2.7074,2.3368,-2.340185,-2.448485,1.1944,0.7781,1.9121,1.2593
-2.273885,-2.298485,-2.943185,1.0295,1.5279,0.4826,-1.750485,-1.333785,1.9157,-2.842185,-1.723385,2.4416,2.5225,-1.620885,-0.6541853,-2.227885,1.8183,0.8206,-1.330185,3.0628,2.6842,0.728,0.1451,1.822,-1.674585,0.6911,-0.9115853,-0.01228531,-2.257485,3.0122,-2.189485,2.0344,0.3201,-2.298085,-2.350285,1.9484,1.973,3.0058,-0.1104853,-1.618585,-1.610485,-0.1332853,-0.2251853,2.2949,3.0351,1.7215,-1.826985,-0.5673853,-2.271085,2.8992,2.2301,-1.474885,-1.344785,-0.5202853,-0.06588531,2.8399,-0.03628531,2.04,-2.447485,1.8612,0.5257,1.2333,-2.404385,1.3491,1.7543,-0.8758853,0.3272,1.7898,-1.070485,0.6213,-2.569885,-2.117185,0.43,-2.474985,-1.917885,-1.793685,1.3759,1.8458,-1.847185,-0.1779853,-2.139185,2.8427,1.4103,-2.405685,-1.003485,2.9525,-3.116185,2.6793,2.3109,-2.367385,-2.476185,1.1669,0.7515,1.8862,1.2317
-2.301685,-2.325385,-2.970785,1.0035,1.5009,0.4561,-1.778085,-1.361785,1.8881,-2.869985,-1.748885,2.4167,2.4971,-1.646885,-0.6792853,-2.253985,1.7914,0.7931,-1.356885,3.037,2.6574,0.7015,0.1184,1.7948,-1.701585,0.6645,-0.9391853,-0.03968531,-2.284585,2.9848,-2.216685,2.0081,0.2938,-2.325585,-2.375785,1.9214,1.9459,2.9796,-0.1387853,-1.645585,-1.637585,-0.1607853,-0.2524853,2.2676,3.0097,1.6952,-1.853085,-0.5961853,-2.296185,2.872,2.2031,-1.503785,-1.372485,-0.5466853,-0.0939853,2.8121,-0.06378531,2.0133,-2.473285,1.8319,0.499,1.2062,-2.431285,1.324,1.7269,-0.9018853,0.3014,1.7624,-1.095985,0.5944,-2.598085,-2.144885,0.403,-2.502385,-1.945385,-1.820085,1.349,1.8149,-1.874085,-0.2048853,-2.166585,2.8166,1.3854,-2.432485,-1.030685,2.9246,3.1403,2.6507,2.2847,-2.394085,-2.503785,1.1393,0.7238,1.8607,1.204
-2.329185,-2.353285,-2.998385,0.9766,1.473,0.4291,-1.805585,-1.389585,1.8601,-2.897685,-1.775585,2.391,2.471,-1.672185,-0.7053853,-2.282785,1.7649,0.7673,-1.384385,3.0095,2.6301,0.675,0.0915,1.7673,-1.729585,0.6381,-0.9680853,-0.06748531,-2.314585,2.9578,-2.244285,1.9818,0.2667,-2.352785,-2.402185,1.8929,1.917,2.9538,-0.1669853,-1.673185,-1.664885,-0.1886853,-0.2799853,2.2407,2.9835,1.6683,-1.880185,-0.6236853,-2.322285,2.845,2.1764,-1.532285,-1.400485,-0.5724853,-0.1222853,2.7847,-0.0895853,1.9851,-2.498185,1.8043,0.4727,1.1793,-2.457685,1.2908,1.6986,-0.9265853,0.2739,1.734,-1.122085,0.5666,-2.624185,-2.172285,0.3761,-2.529785,-1.972885,-1.846685,1.3238,1.7896,-1.901285,-0.2318853,-2.193385,2.7861,1.3583,-2.460485,-1.058285,2.8981,3.1139,2.6232,2.2584,-2.420885,-2.531485,1.1128,0.6951,1.8354,1.1774
-2.356585,-2.380085,-3.025685,0.9495,1.445,0.4028,-1.832785,-1.416985,1.8332,-2.925285,-1.802185,2.3657,2.4456,-1.697085,-0.7312853,-2.310585,1.7386,0.7394,-1.411085,2.9833,2.6034,0.6486,0.0649,1.7397,-1.756585,0.6118,-0.9952853,-0.09468531,-2.342385,2.9313,-2.271485,1.9549,0.2403,-2.379485,-2.427985,1.8653,1.8889,2.9272,-0.1944853,-1.699785,-1.691485,-0.2162853,-0.3069853,2.2135,2.9572,1.6403,-1.906285,-0.6515853,-2.349385,2.818,2.1473,-1.555785,-1.427885,-0.5983853,-0.1503853,2.758,-0.1148853,1.9581,-2.524085,1.7756,0.4437,1.1508,-2.484985,1.266,1.6725,-0.9532853,0.2469,1.7047,-1.147985,0.538,-2.653485,-2.200885,0.3487,-2.557585,-2.000885,-1.873085,1.2978,1.7585,-1.928385,-0.2594853,-2.220885,2.7593,1.3319,-2.487085,-1.085385,2.8725,3.0868,2.597,2.2326,-2.448785,-2.559885,1.0863,0.6703,1.8096,1.1506
-2.383385,-2.407185,-3.053185,0.9232,1.417,0.3764,-1.859085,-1.443285,1.8055,-2.952585,-1.828185,2.3402,2.4203,-1.722885,-0.7571853,-2.337985,1.7126,0.7136,-1.436885,2.9576,2.5767,0.6222,0.0383,1.7124,-1.783685,0.5854,-1.022085,-0.1214853,-2.369885,2.9049,-2.298185,1.9282,0.2131,-2.406185,-2.453685,1.8381,1.861,2.9003,-0.2211853,-1.726285,-1.718085,-0.2431853,-0.3354853,2.1872,2.9306,1.6123,-1.932585,-0.6777853,-2.377885,2.7913,2.1207,-1.580785,-1.454685,-0.6242853,-0.1783853,2.7309,-0.1413853,1.9303,-2.551685,1.7489,0.4165,1.1221,-2.511485,1.243,1.6466,-0.9786853,0.2201,1.681,-1.174185,0.5128,-2.678785,-2.226285,0.3217,-2.586685,-2.028785,-1.899585,1.272,1.7338,-1.955385,-0.2859853,-2.248585,2.7341,1.3065,-2.513885,-1.115185,2.8431,3.0602,2.5682,2.2064,-2.474585,-2.587285,1.0592,0.6423,1.7846,1.1235
-2.411585,-2.433985,-3.080685,0.8954,1.3902,0.3503,-1.885785,-1.469785,1.7789,-2.979585,-1.854485,2.3127,2.3948,-1.748985,-0.7829853,-2.365785,1.6859,0.6857,-1.463585,2.9316,2.5498,0.5958,0.0119,1.6849,-1.810885,0.5593,-1.048685,-0.1482853,-2.397285,2.8785,-2.324685,1.9017,0.1867,-2.432485,-2.480685,1.8121,1.834,2.8733,-0.2477853,-1.752585,-1.744385,-0.2708853,-0.3618853,2.1605,2.904,1.5851,-1.958685,-0.7060853,-2.401985,2.7644,2.0936,-1.607285,-1.481685,-0.6506853,-0.2056853,2.7035,-0.1716853,1.9039,-2.580185,1.7245,0.3888,1.0952,-2.538185,1.2037,1.6196,-1.004885,0.1939,1.6523,-1.200385,0.4843,-2.706685,-2.255085,0.2949,-2.613785,-2.056885,-1.926085,1.245,1.7062,-1.982085,-0.3124853,-2.275985,2.7075,1.2787,-2.540685,-1.141485,2.8179,3.034,2.5429,2.1803,-2.501185,-2.614385,1.0329,0.6155,1.76,1.0977
