source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,source0,system_median
59.9575,59.9585,59.9582,59.9582,59.9564,59.9647,59.9586,59.9551,59.9545,59.9592,59.9536,59.9548,59.9577,59.9577,59.958,59.9584,59.957,59.9561,59.9553,59.958,59.9563,59.958,59.9564,59.9562,59.9569,59.9588,59.9567,59.9559,59.9573,59.9571,59.9575,59.9553,59.958,59.9572,59.9548,59.9557,59.9579,59.957,59.9577,59.9581,59.9564,59.9588,59.9588,59.9583,59.9543,59.9554,59.9563,59.9566,59.9567,59.9581,59.9577,59.9566,59.9573,59.9569,59.9569,59.9581,59.9578,59.9572,59.959,59.9578,59.9569,59.9549,59.9562,59.9574,59.9576,59.9544,59.9567,59.9565,59.9565,59.9575,59.9586,59.9572,59.9577,59.9568,59.9579,59.9558,59.9573,59.9584,59.9576,59.9583,59.9584,59.9569,59.9572,59.958,59.9576,59.9561,59.9579,59.9551,59.958,59.9589,59.9571,59.9571,59.9568,59.9582,59.9575,59.9587,59.9544,59.9573
59.9588,59.9573,59.9584,59.9572,59.9566,59.9569,59.9582,59.9555,59.9552,59.9573,59.9534,59.957,59.9576,59.9593,59.959,59.957,59.9575,59.9577,59.964,59.9578,59.956,59.9568,59.958,59.9577,59.957,59.9573,59.9576,59.9561,59.9568,59.956,59.9587,59.9554,59.9573,59.9565,59.9572,59.9543,59.9574,59.9563,59.9569,59.9566,59.9584,59.9581,59.958,59.9574,59.9536,59.954,59.9577,59.957,59.956,59.9575,59.9576,59.957,59.9583,59.9563,59.9569,59.9575,59.9578,59.9576,59.9546,59.958,59.9586,59.9531,59.9561,59.9568,59.9575,59.9574,59.9563,59.9571,59.9569,59.953,59.9569,59.9574,59.957,59.9565,59.9579,59.9558,59.9571,59.9581,59.9575,59.9571,59.9587,59.9584,59.9567,59.9573,59.9577,59.9567,59.958,59.9554,59.9584,59.9566,59.9573,59.9582,59.957,59.9577,59.9582,59.9579,59.9542,59.9573
59.9581,59.9581,59.9581,59.9578,59.9567,59.9641,59.9585,59.9554,59.9545,59.9575,59.9557,59.9585,59.9581,59.9586,59.9574,59.9586,59.9579,59.9576,59.9568,59.9576,59.9575,59.9573,59.9567,59.9584,59.958,59.9577,59.9578,59.9567,59.959,59.957,59.9579,59.9556,59.9576,59.9582,59.9584,59.9554,59.958,59.9561,59.9583,59.9564,59.958,59.9579,59.9576,59.9581,59.9544,59.9555,59.9564,59.9571,59.9574,59.9576,59.9567,59.9564,59.9566,59.9564,59.9574,59.9571,59.9562,59.9584,59.9579,59.9575,59.9569,59.9522,59.9562,59.9566,59.9577,59.9573,59.9587,59.9569,59.9594,59.955,59.9553,59.958,59.9561,59.9552,59.9577,59.9556,59.957,59.9579,59.9576,59.9574,59.9572,59.9577,59.9566,59.9577,59.9617,59.9569,59.9584,59.9588,59.958,59.956,59.957,59.958,59.9567,59.9574,59.9567,59.9588,59.9552,59.9575
59.9574,59.9583,59.9579,59.9582,59.9564,59.9599,59.9583,59.9557,59.9559,59.9574,59.9545,59.9586,59.9611,59.9586,59.9595,59.9578,59.9582,59.9577,59.951,59.9571,59.9584,59.957,59.9578,59.9577,59.9582,59.957,59.958,59.9565,59.9594,59.9556,59.9582,59.9561,59.9572,59.9585,59.9584,59.9551,59.954,59.9573,59.9584,59.9576,59.9573,59.9584,59.9584,59.957,59.9546,59.955,59.957,59.957,59.9572,59.9582,59.9578,59.9571,59.9576,59.9562,59.9579,59.9563,59.9574,59.9577,59.9581,59.9586,59.9572,59.9533,59.957,59.9566,59.9575,59.9599,59.9592,59.9567,59.9586,59.9624,59.9571,59.9581,59.9564,59.9562,59.9577,59.9557,59.9564,59.9582,59.9576,59.9575,59.9577,59.9547,59.9568,59.9583,59.9565,59.9572,59.9585,59.9529,59.9586,59.9576,59.9564,59.9576,59.9571,59.9568,59.9584,59.957,59.9553,59.9575
59.958,59.9572,59.9579,59.9568,59.9575,59.9577,59.9578,59.956,59.954,59.958,59.955,59.9579,59.9585,59.9585,59.9585,59.9579,59.9582,59.9566,59.9578,59.9574,59.9591,59.9574,59.9577,59.9558,59.9564,59.9566,59.956,59.9557,59.9584,59.9567,59.9585,59.9556,59.958,59.957,59.957,59.9544,59.9573,59.9564,59.959,59.957,59.9582,59.9572,59.9574,59.9588,59.9548,59.956,59.9574,59.9572,59.9582,59.9571,59.9572,59.9564,59.957,59.9566,59.9581,59.9578,59.9577,59.9566,59.9574,59.9602,59.9575,59.952,59.9564,59.9567,59.9579,59.9563,59.9563,59.9579,59.9584,59.9593,59.9579,59.9584,59.9565,59.9558,59.9583,59.956,59.9572,59.9582,59.9575,59.9573,59.9575,59.9574,59.9572,59.9582,59.9571,59.9575,59.9587,59.9586,59.958,59.9564,59.9576,59.9562,59.9572,59.9573,59.9566,59.9583,59.955,59.9574
59.9572,59.9578,59.9578,59.9572,59.9569,59.9575,59.958,59.9563,59.9557,59.9577,59.9569,59.9582,59.9581,59.9586,59.9582,59.9586,59.9595,59.9578,59.9621,59.9565,59.9586,59.9567,59.9581,59.9584,59.9614,59.958,59.9584,59.9569,59.9587,59.9566,59.9575,59.9562,59.9585,59.9565,59.9608,59.9576,59.958,59.957,59.9583,59.9578,59.9583,59.9576,59.9574,59.958,59.9562,59.9557,59.9585,59.9578,59.9564,59.9572,59.9574,59.9559,59.9578,59.9567,59.9584,59.9576,59.9574,59.9563,59.9576,59.957,59.9576,59.9541,59.9565,59.9568,59.9577,59.9591,59.9572,59.957,59.9589,59.9533,59.9581,59.9587,59.9568,59.9574,59.9578,59.9563,59.9566,59.9582,59.9574,59.9571,59.9586,59.9606,59.9567,59.9578,59.958,59.9577,59.958,59.9547,59.9579,59.9565,59.9573,59.9574,59.9569,59.9564,59.9569,59.9586,59.9555,59.9576
59.9569,59.9572,59.9576,59.9568,59.956,59.9563,59.9572,59.9565,59.9562,59.9569,59.956,59.9599,59.9585,59.9576,59.9587,59.9577,59.9579,59.9575,59.9612,59.9565,59.9587,59.9558,59.9576,59.9563,59.9591,59.9573,59.9561,59.9568,59.9578,59.956,59.9581,59.9559,59.9579,59.957,59.9562,59.9553,59.9571,59.9558,59.9575,59.9575,59.9591,59.9572,59.9574,59.9576,59.9569,59.9558,59.9587,59.9579,59.9583,59.9569,59.9575,59.9557,59.9571,59.9568,59.958,59.9573,59.9568,59.957,59.956,59.959,59.9579,59.9554,59.9575,59.9568,59.9584,59.9563,59.9578,59.9573,59.9578,59.9562,59.9578,59.9583,59.9567,59.9573,59.9577,59.9562,59.9569,59.9583,59.9573,59.9577,59.9569,59.9592,59.9571,59.9583,59.9554,59.957,59.9581,59.9555,59.9575,59.9571,59.9581,59.9578,59.9566,59.9567,59.9566,59.9583,59.9561,59.9572
59.957,59.9578,59.958,59.9569,59.9568,59.9571,59.9571,59.957,59.9565,59.9571,59.9561,59.9583,59.9583,59.9597,59.9591,59.9576,59.9587,59.9572,59.9535,59.9581,59.9588,59.9577,59.9573,59.9587,59.959,59.958,59.9583,59.9567,59.9568,59.9576,59.9564,59.9567,59.9582,59.9584,59.96,59.9582,59.9572,59.956,59.9592,59.955,59.9576,59.9571,59.9572,59.9579,59.9567,59.9566,59.9587,59.9578,59.9571,59.9583,59.9579,59.9556,59.9568,59.9568,59.9577,59.9578,59.9577,59.9581,59.9558,59.9561,59.9558,59.9529,59.9558,59.9567,59.9576,59.957,59.9585,59.9565,59.9577,59.9606,59.9587,59.9584,59.9566,59.9556,59.9576,59.9562,59.9568,59.9585,59.9569,59.9568,59.9578,59.9568,59.9571,59.9585,59.9594,59.9576,59.9589,59.9569,59.9578,59.9563,59.9576,59.9567,59.9562,59.9568,59.9556,59.9583,59.9565,59.9573
59.9585,59.9564,59.958,59.957,59.9575,59.9576,59.9583,59.957,59.9573,59.958,59.9568,59.9574,59.9581,59.9579,59.9578,59.9583,59.9585,59.9577,59.9528,59.9573,59.9582,59.9562,59.9581,59.9577,59.9586,59.9583,59.9574,59.9567,59.957,59.9559,59.9587,59.9567,59.9582,59.9568,59.9582,59.9555,59.9583,59.9571,59.9587,59.9582,59.9565,59.9576,59.9581,59.9576,59.9567,59.9573,59.9587,59.9583,59.9582,59.9572,59.9575,59.9561,59.9573,59.9568,59.9574,59.9564,59.9579,59.9569,59.9559,59.9587,59.9587,59.9554,59.9572,59.9572,59.9576,59.9569,59.9568,59.9573,59.957,59.958,59.9563,59.9578,59.9568,59.9586,59.9579,59.9566,59.957,59.9586,59.9571,59.9568,59.9563,59.9573,59.9568,59.959,59.9572,59.9596,59.9587,59.9565,59.9575,59.9561,59.9586,59.9579,59.9563,59.9575,59.9564,59.9597,59.9575,59.9574
59.9569,59.9582,59.9584,59.9573,59.9566,59.9578,59.9576,59.9572,59.9578,59.957,59.9576,59.9566,59.9588,59.9593,59.958,59.9587,59.9588,59.9566,59.9593,59.9583,59.9578,59.9579,59.9579,59.9559,59.9594,59.9568,59.9569,59.9575,59.9562,59.9573,59.9566,59.9569,59.9579,59.9567,59.9562,59.9569,59.9594,59.9583,59.9588,59.9582,59.9585,59.9568,59.9568,59.9584,59.9563,59.9585,59.9585,59.9574,59.9576,59.9574,59.9578,59.957,59.9561,59.9568,59.9574,59.9575,59.9575,59.9565,59.9576,59.957,59.9579,59.956,59.9578,59.9572,59.9577,59.9603,59.9558,59.959,59.9575,59.953,59.9555,59.9579,59.9566,59.9567,59.957,59.9567,59.9571,59.9584,59.9571,59.9573,59.9563,59.9555,59.9573,59.9572,59.9542,59.9577,59.9584,59.958,59.9569,59.9573,59.9578,59.9548,59.9561,59.9578,59.9565,59.9591,59.957,59.9574
59.9578,59.9577,59.9583,59.9575,59.9561,59.9572,59.9561,59.957,59.9582,59.9575,59.9568,59.9582,59.959,59.9584,59.959,59.9581,59.9569,59.957,59.9576,59.9576,59.9575,59.957,59.9572,59.958,59.9586,59.9564,59.9574,59.9578,59.9544,59.9581,59.9587,59.9573,59.9573,59.9564,59.9581,59.9564,59.9597,59.958,59.9584,59.9574,59.958,59.9578,59.9577,59.9579,59.9572,59.956,59.9583,59.9575,59.9587,59.9575,59.9572,59.9555,59.9584,59.9576,59.9576,59.9564,59.9579,59.9557,59.9583,59.9568,59.9573,59.9588,59.9568,59.9565,59.9568,59.9563,59.9576,59.9582,59.9576,59.9549,59.9566,59.9579,59.9567,59.9568,59.957,59.9578,59.9565,59.9581,59.9576,59.9569,59.9578,59.9559,59.957,59.9587,59.9576,59.958,59.9582,59.9566,59.9586,59.9602,59.9574,59.9592,59.9563,59.9572,59.9578,59.9588,59.9572,59.9576
59.9573,59.9579,59.9591,59.9578,59.9572,59.9571,59.9585,59.9571,59.9564,59.9569,59.9578,59.958,59.9589,59.9582,59.9588,59.9581,59.9584,59.9568,59.9574,59.9565,59.9564,59.9565,59.9574,59.9583,59.9573,59.9566,59.9577,59.9557,59.9572,59.956,59.9566,59.9573,59.9571,59.9585,59.9591,59.9584,59.9553,59.958,59.9578,59.9577,59.9565,59.9573,59.9573,59.9571,59.957,59.9586,59.9577,59.9573,59.9578,59.957,59.957,59.9584,59.9571,59.9574,59.9575,59.9575,59.9575,59.9574,59.9555,59.9574,59.9578,59.9605,59.9582,59.9572,59.9567,59.9567,59.9582,59.9575,59.956,59.9605,59.9576,59.9575,59.9575,59.9592,59.9567,59.9571,59.9581,59.9581,59.9573,59.9564,59.9559,59.9551,59.9578,59.9578,59.9554,59.9573,59.9585,59.9582,59.9575,59.958,59.9571,59.9566,59.9572,59.958,59.9576,59.9588,59.9577,59.9574
59.9576,59.957,59.9585,59.9577,59.9578,59.9566,59.9573,59.9579,59.9584,59.9581,59.9586,59.9581,59.9583,59.9575,59.9572,59.9578,59.9584,59.957,59.9521,59.9576,59.9566,59.9582,59.9579,59.9565,59.9577,59.9579,59.9566,59.9585,59.9589,59.9589,59.9589,59.9576,59.9574,59.9578,59.9593,59.958,59.9589,59.9584,59.9581,59.9569,59.9551,59.9579,59.9577,59.9569,59.9576,59.958,59.958,59.9566,59.9576,59.9575,59.9572,59.9579,59.9565,59.9576,59.957,59.9578,59.9577,59.9582,59.9572,59.9561,59.9579,59.9594,59.9575,59.9569,59.9558,59.9567,59.9564,59.9568,59.9588,59.9588,59.9572,59.9577,59.9573,59.9586,59.9568,59.9576,59.9577,59.9585,59.9575,59.9574,59.9578,59.9574,59.9571,59.9579,59.9592,59.9569,59.9583,59.9569,59.9573,59.958,59.9575,59.9572,59.9579,59.9574,59.9566,59.9567,59.9585,59.9576
59.957,59.9584,59.9587,59.958,59.9579,59.9572,59.9577,59.9584,59.9578,59.9585,59.9575,59.9583,59.9572,59.9565,59.9577,59.958,59.9587,59.958,59.956,59.957,59.9578,59.9567,59.9572,59.9573,59.9559,59.9578,59.9573,59.9585,59.9585,59.9568,59.9577,59.958,59.9574,59.9582,59.9563,59.9574,59.957,59.9583,59.9586,59.9569,59.9589,59.9575,59.9578,59.9568,59.9582,59.959,59.9562,59.9576,59.9588,59.9581,59.9571,59.9582,59.9569,59.9577,59.9578,59.9572,59.9583,59.9567,59.9576,59.9582,59.9573,59.96,59.9577,59.9572,59.9578,59.9559,59.9564,59.9573,59.9595,59.9541,59.9585,59.9573,59.957,59.9583,59.957,59.9579,59.9571,59.958,59.9574,59.9574,59.957,59.9594,59.9568,59.9576,59.9586,59.9568,59.9586,59.9589,59.9557,59.9572,59.9567,59.9571,59.9578,59.9571,59.9561,59.9576,59.9585,59.9576
59.9572,59.9578,59.9581,59.9576,59.9578,59.957,59.9568,59.9586,59.958,59.958,59.9572,59.9584,59.9558,59.9568,59.9574,59.9571,59.9573,59.9577,59.9583,59.9573,59.9572,59.957,59.9576,59.9565,59.9584,59.9578,59.9571,59.9588,59.958,59.958,59.9585,59.9578,59.9576,59.9572,59.9548,59.9581,59.9587,59.9577,59.9585,59.9584,59.9585,59.959,59.9589,59.9568,59.9586,59.9576,59.9549,59.9576,59.9583,59.9578,59.9573,59.9586,59.9568,59.9575,59.9576,59.9581,59.958,59.9573,59.9586,59.9573,59.9581,59.961,59.9575,59.9572,59.9568,59.9574,59.9562,59.9576,59.9571,59.9555,59.9596,59.9571,59.9577,59.9579,59.957,59.9578,59.9572,59.9573,59.9569,59.9574,59.9571,59.9564,59.9572,59.958,59.9582,59.9567,59.9581,59.9564,59.9575,59.9573,59.9553,59.9563,59.9582,59.9576,59.958,59.9569,59.9584,59.9576
59.9575,59.9578,59.9579,59.9573,59.9584,59.9568,59.957,59.9588,59.9594,59.9579,59.9588,59.9575,59.9573,59.9558,59.9567,59.9566,59.9583,59.9566,59.9521,59.9568,59.9583,59.9572,59.9573,59.957,59.957,59.9585,59.9574,59.9578,59.957,59.9583,59.9584,59.9578,59.9583,59.9568,59.9575,59.9586,59.9567,59.9578,59.9576,59.9566,59.9561,59.958,59.958,59.9574,59.9587,59.959,59.96,59.9571,59.9568,59.957,59.9574,59.9587,59.9581,59.9579,59.9574,59.957,59.9578,59.9567,59.9603,59.9576,59.9573,59.9606,59.957,59.9579,59.9562,59.9559,59.9592,59.9571,59.9572,59.9614,59.9565,59.9572,59.9577,59.9568,59.958,59.9579,59.9579,59.9568,59.9571,59.9578,59.9562,59.9572,59.9576,59.9578,59.9578,59.9564,59.9579,59.9585,59.9577,59.9585,59.9575,59.9576,59.958,59.9576,59.9573,59.9568,59.9589,59.9576
59.9569,59.9573,59.9575,59.9575,59.9577,59.9567,59.9564,59.9584,59.958,59.9572,59.958,59.9575,59.9566,59.9573,59.957,59.9563,59.9571,59.957,59.9534,59.957,59.9573,59.9564,59.9577,59.9574,59.9575,59.9572,59.9565,59.9578,59.9576,59.9572,59.958,59.9581,59.9578,59.9578,59.9599,59.9596,59.957,59.9578,59.9575,59.9575,59.957,59.9578,59.9578,59.9573,59.9585,59.9578,59.9571,59.9568,59.9578,59.9576,59.957,59.9592,59.9592,59.9576,59.9569,59.9588,59.9568,59.9583,59.9545,59.9567,59.9571,59.9618,59.9574,59.9577,59.9566,59.9572,59.9582,59.9558,59.9556,59.9594,59.9586,59.9567,59.958,59.9569,59.9569,59.9573,59.9578,59.9583,59.9573,59.9576,59.9564,59.9578,59.9563,59.9578,59.9584,59.9567,59.9569,59.9576,59.9577,59.9582,59.9571,59.9578,59.9582,59.9573,59.9586,59.9578,59.959,59.9575
59.9577,59.9583,59.9578,59.958,59.9582,59.9574,59.9578,59.9587,59.9601,59.9582,59.9589,59.956,59.957,59.9561,59.9565,59.9567,59.9585,59.9578,59.9494,59.9581,59.9587,59.9583,59.9576,59.9579,59.9575,59.9586,59.9587,59.9588,59.9567,59.9587,59.958,59.9579,59.9578,59.9579,59.9551,59.9585,59.9577,59.9576,59.9582,59.957,59.9554,59.9579,59.9578,59.9575,59.9588,59.9589,59.9578,59.9573,59.9576,59.959,59.9576,59.9583,59.9589,59.9576,59.9567,59.9568,59.9569,59.958,59.9557,59.9575,59.9559,59.959,59.9582,59.9586,59.9577,59.9566,59.9555,59.9572,59.9559,59.954,59.958,59.957,59.9575,59.9579,59.9571,59.9575,59.9584,59.9578,59.9574,59.9581,59.9563,59.9539,59.9571,59.9581,59.9573,59.9573,59.9577,59.9578,59.9566,59.9568,59.9573,59.9575,59.9582,59.9569,59.9576,59.9568,59.9592,59.9577
59.9571,59.9585,59.9575,59.9574,59.9586,59.9571,59.9582,59.9585,59.9587,59.9575,59.9597,59.9548,59.9572,59.9569,59.9578,59.9582,59.9578,59.9577,59.9533,59.9579,59.9576,59.9577,59.9575,59.9593,59.9573,59.9578,59.958,59.9582,59.9566,59.9574,59.957,59.9583,59.9574,59.9572,59.9559,59.9596,59.9571,59.959,59.958,59.9579,59.956,59.9574,59.9571,59.9561,59.9585,59.9582,59.9564,59.9575,59.9571,59.9574,59.9572,59.9578,59.958,59.9579,59.9571,59.9578,59.9566,59.9584,59.9576,59.9562,59.9579,59.9592,59.9578,59.9582,59.957,59.9574,59.9576,59.9572,59.9577,59.9559,59.9588,59.9574,59.9584,59.9578,59.9577,59.9577,59.9584,59.9569,59.9577,59.9579,59.9565,59.9562,59.9574,59.9576,59.9576,59.9572,59.9584,59.9573,59.9567,59.9585,59.9573,59.958,59.9578,59.9571,59.9582,59.9567,59.9586,59.9576
59.9577,59.9586,59.9575,59.9575,59.9583,59.9569,59.9578,59.9584,59.9596,59.9576,59.9581,59.9581,59.9572,59.9572,59.9569,59.9577,59.9568,59.9575,59.9537,59.9572,59.9576,59.9583,59.9568,59.9568,59.958,59.9592,59.9561,59.9578,59.9549,59.9582,59.9589,59.9585,59.958,59.9564,59.9601,59.9568,59.9566,59.9586,59.958,59.9573,59.9563,59.9572,59.9574,59.9583,59.9588,59.9586,59.9567,59.9571,59.9569,59.9583,59.9574,59.958,59.9578,59.9578,59.9566,59.9575,59.9576,59.9584,59.9572,59.9584,59.958,59.9607,59.9576,59.9585,59.9582,59.9573,59.9585,59.958,59.9569,59.9613,59.9581,59.9574,59.9579,59.9591,59.9574,59.9574,59.9585,59.9573,59.9577,59.9579,59.956,59.9568,59.9575,59.9576,59.9583,59.9568,59.9563,59.9582,59.9575,59.9588,59.9566,59.9577,59.9582,59.9573,59.9576,59.957,59.9588,59.9576
59.9572,59.9579,59.9573,59.958,59.9572,59.9569,59.9576,59.9583,59.9583,59.9578,59.9583,59.9581,59.957,59.9562,59.9568,59.9567,59.9577,59.9577,59.9609,59.9591,59.9567,59.9583,59.958,59.9586,59.9573,59.9574,59.9587,59.9574,59.9569,59.9589,59.9568,59.9584,59.9577,59.9572,59.9589,59.9589,59.9582,59.9593,59.9575,59.9575,59.9583,59.9577,59.9577,59.9578,59.9576,59.9591,59.9578,59.957,59.957,59.9569,59.9571,59.9566,59.958,59.9579,59.9574,59.9584,59.9566,59.9582,59.959,59.9578,59.9575,59.9577,59.9573,59.9587,59.9568,59.9567,59.959,59.9566,59.9565,59.9553,59.9578,59.9576,59.9583,59.9579,59.9584,59.9576,59.9582,59.9576,59.9572,59.958,59.9576,59.9574,59.9576,59.9579,59.9574,59.9569,59.9568,59.9568,59.9587,59.9594,59.9576,59.9576,59.9584,59.9577,59.9582,59.9562,59.9584,59.9577
59.9579,59.9586,59.9574,59.9583,59.9578,59.9565,59.9575,59.9576,59.958,59.9578,59.958,59.9581,59.9549,59.9576,59.9577,59.9566,59.957,59.9573,59.9634,59.9575,59.9569,59.9577,59.9565,59.9564,59.9567,59.9575,59.9559,59.957,59.9586,59.9567,59.9572,59.9578,59.9565,59.9574,59.9572,59.958,59.9568,59.9586,59.9569,59.9576,59.9586,59.9569,59.9568,59.9576,59.9567,59.9573,59.9565,59.9566,59.9569,59.9571,59.9573,59.9564,59.9574,59.9579,59.9571,59.9583,59.9573,59.9585,59.9554,59.9559,59.9582,59.9594,59.9576,59.9582,59.9581,59.9588,59.9578,59.9576,59.9565,59.952,59.959,59.9568,59.9578,59.957,59.9575,59.958,59.9586,59.9562,59.9581,59.9576,59.9581,59.96,59.9582,59.9571,59.9576,59.9574,59.9576,59.9581,59.9572,59.958,59.9568,59.9612,59.9584,59.9576,59.9586,59.9558,59.9585,59.9576
59.9567,59.9577,59.9564,59.9581,59.9589,59.9568,59.957,59.9581,59.959,59.9577,59.958,59.9568,59.9558,59.9561,59.9567,59.9567,59.9572,59.9585,59.9543,59.9586,59.9571,59.9582,59.9601,59.9589,59.9571,59.9586,59.9586,59.959,59.9592,59.9582,59.957,59.9584,59.9569,59.958,59.9535,59.9579,59.9606,59.9579,59.9576,59.9569,59.9565,59.957,59.9569,59.9582,59.9575,59.9585,59.9565,59.9573,59.9575,59.9579,59.9569,59.9576,59.957,59.9579,59.9573,59.9573,59.9566,59.9579,59.957,59.958,59.9579,59.9594,59.9583,59.9582,59.9572,59.9577,59.956,59.9576,59.9593,59.96,59.956,59.9572,59.958,59.9611,59.958,59.9583,59.9582,59.9581,59.9575,59.9583,59.9561,59.9595,59.9583,59.9572,59.96,59.9569,59.957,59.9576,59.9572,59.9576,59.9575,59.9571,59.9582,59.9575,59.9561,59.954,59.9587,59.9576
59.9576,59.9581,59.9565,59.9579,59.9582,59.9581,59.9576,59.958,59.9582,59.958,59.9582,59.9576,59.9566,59.9559,59.9554,59.9569,59.9551,59.957,59.9534,59.9577,59.958,59.9582,59.9568,59.9564,59.9553,59.9575,59.9566,59.9592,59.962,59.9581,59.9596,59.9585,59.9567,59.9579,59.9598,59.9581,59.9574,59.958,59.9582,59.9574,59.957,59.958,59.9574,59.958,59.9582,59.958,59.9584,59.9574,59.9575,59.9581,59.9565,59.9565,59.9569,59.9579,59.9577,59.9577,59.9586,59.9577,59.9577,59.9569,59.9581,59.957,59.958,59.9576,59.9559,59.9558,59.9581,59.9584,59.9576,59.9618,59.9592,59.9567,59.9583,59.9568,59.9573,59.9579,59.9579,59.9583,59.9575,59.9579,59.9548,59.9576,59.9583,59.9565,59.9575,59.9574,59.9574,59.9572,59.9568,59.9574,59.9579,59.9576,59.9582,59.9572,59.9578,59.9556,59.9586,59.9577
59.9568,59.9573,59.9566,59.9579,59.9588,59.9575,59.9567,59.9589,59.9581,59.958,59.9581,59.958,59.9557,59.9543,59.9556,59.9569,59.9578,59.9579,59.9635,59.9587,59.9579,59.9567,59.9583,59.9558,59.9591,59.9591,59.9563,59.9577,59.9578,59.9575,59.9571,59.958,59.957,59.9573,59.9545,59.9585,59.9573,59.9585,59.9577,59.9587,59.9579,59.9579,59.9575,59.9582,59.958,59.9588,59.956,59.9568,59.9575,59.9577,59.9561,59.9574,59.9582,59.9585,59.9576,59.9581,59.9577,59.9567,59.9571,59.9568,59.9573,59.9566,59.9577,59.9575,59.9569,59.9572,59.959,59.9575,59.9573,59.9549,59.9576,59.9567,59.9583,59.956,59.9581,59.9583,59.9577,59.9563,59.9571,59.9579,59.9562,59.9602,59.9586,59.9564,59.9582,59.9563,59.957,59.9578,59.9561,59.959,59.957,59.9564,59.9582,59.957,59.9578,59.956,59.9577,59.9576
59.9578,59.9582,59.9569,59.9576,59.9579,59.9569,59.9575,59.9585,59.9581,59.9575,59.9569,59.9573,59.9546,59.9553,59.9549,59.9566,59.9575,59.9557,59.9546,59.9576,59.9582,59.9583,59.9572,59.9552,59.9571,59.9569,59.9547,59.9583,59.9585,59.9585,59.9595,59.9578,59.9571,59.9576,59.9584,59.9586,59.9572,59.9572,59.9571,59.9581,59.9568,59.9577,59.9578,59.9585,59.958,59.958,59.9594,59.9577,59.9573,59.9573,59.9568,59.9588,59.9579,59.9585,59.9577,59.9579,59.9574,59.957,59.9595,59.9582,59.957,59.9558,59.9589,59.9574,59.9565,59.9582,59.9597,59.9559,59.9565,59.954,59.9558,59.9568,59.9576,59.9601,59.9585,59.9579,59.9573,59.9571,59.9573,59.9578,59.9569,59.9568,59.9584,59.9573,59.9576,59.9573,59.9702,59.9587,59.9567,59.9568,59.9564,59.9571,59.9578,59.9571,59.9586,59.955,59.9571,59.9575
59.9585,59.959,59.9568,59.9576,59.9576,59.9569,59.9571,59.9586,59.9586,59.9575,59.9563,59.9575,59.9542,59.9555,59.9548,59.9563,59.958,59.9575,59.9576,59.9565,59.9578,59.9567,59.9581,59.9575,59.9567,59.9574,59.9577,59.9587,59.9577,59.9584,59.9575,59.958,59.9575,59.9582,59.9538,59.9593,59.9567,59.9579,59.9569,59.9578,59.9591,59.9577,59.9577,59.9584,59.9581,59.9583,59.9572,59.9577,59.957,59.9582,59.9581,59.9585,59.9581,59.9577,59.9569,59.9582,59.9583,59.9574,59.9558,59.9565,59.9575,59.9551,59.9586,59.9567,59.9556,59.9555,59.9564,59.9577,59.9567,59.9602,59.9565,59.9568,59.9572,59.9574,59.9586,59.9578,59.9566,59.9575,59.9566,59.9578,59.9575,59.9591,59.9581,59.9569,59.9569,59.9577,59.9532,59.9572,59.9566,59.9567,59.9574,59.9579,59.9572,59.9573,59.958,59.9561,59.9573,59.9575
59.9579,59.9574,59.9572,59.9573,59.9568,59.9567,59.9571,59.9576,59.9577,59.9578,59.9569,59.9561,59.955,59.9553,59.9554,59.956,59.9564,59.9577,59.9629,59.9575,59.9572,59.957,59.9573,59.9577,59.9573,59.9577,59.9561,59.9586,59.9578,59.9595,59.9593,59.9576,59.9578,59.957,59.9602,59.9579,59.9569,59.9583,59.9568,59.9575,59.96,59.9577,59.9575,59.959,59.958,59.9576,59.9573,59.9573,59.9576,59.9585,59.9573,59.9583,59.9577,59.9579,59.9567,59.9568,59.9588,59.9578,59.9571,59.9584,59.9574,59.9549,59.9579,59.9569,59.9562,59.9562,59.9571,59.9566,59.956,59.9615,59.9579,59.9567,59.9569,59.9579,59.9587,59.9575,59.9571,59.9551,59.9575,59.9573,59.9579,59.958,59.9578,59.9571,59.9584,59.9569,59.9531,59.9573,59.958,59.9568,59.9572,59.9574,59.9569,59.9572,59.9581,59.9568,59.9572,59.9574
